"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@realDonaldTrump I seriously hope all you have to say to Romney is ""HAHA""!",FALSE,0,"realDonaldTrump",2016-11-18 00:44:38,FALSE,NA,"799412966474981376","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWEETPEA11222",0,FALSE,FALSE,NA,NA
"@realDonaldTrump  https://t.co/BdRypC0egF",FALSE,0,"realDonaldTrump",2016-11-18 00:37:20,FALSE,NA,"799411129910865920","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","blrich23",0,FALSE,FALSE,NA,NA
"@NMLarry1 @DineshDSouza @JohnTurscak @realDonaldTrump Sadly, probably on a US Taxpayer backed student loan we'll never get back.",FALSE,0,"NMLarry1",2016-11-18 00:25:48,FALSE,"799405166533296129","799408230006800384","3589886892","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","JStal1ing5",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @CNN CNN has sunk low by showing Reagan assassination attempt while talking about PETRUMP. #NORESPECT4CNN",FALSE,0,"realDonaldTrump",2016-11-18 00:10:00,FALSE,NA,"799404253080993793","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cathylgibson",0,FALSE,FALSE,NA,NA
"@SenSanders @realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 23:55:28,FALSE,"799400339598258178","799400594293211138","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA @MittRomney",FALSE,1,"Bmbollinger",2016-11-17 23:52:00,FALSE,"799399232180367360","799399722469322752","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@SpeakerRyan @realDonaldTrump I don't underestimate him at all. That's why he scares the crap a out of me as a ""leader"".",FALSE,2,"SpeakerRyan",2016-11-17 23:38:20,FALSE,"799353098028224512","799396282959675392","18916432","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kwdayboise",0,FALSE,FALSE,NA,NA
"@OfficialSPGB @realDonaldTrump I'll take it over the Berlin Wall anyway",FALSE,0,"OfficialSPGB",2016-11-17 23:32:18,FALSE,"798850471544791040","799394762906161152","252679436","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BScaggz",0,FALSE,FALSE,NA,NA
"RT @karue86: @realDonaldTrump you want to break one of the greatest constitutional rights in this country you will have to #RegisterMeFirst",FALSE,0,NA,2016-11-17 23:18:25,FALSE,NA,"799391269919203328",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jolocktov",1,TRUE,FALSE,NA,NA
"@SpeakerRyan @realDonaldTrump you have used fear and bigotry to bring fascism to American soil. You'll be remembered in history as a traitor",FALSE,0,"SpeakerRyan",2016-11-17 23:03:10,FALSE,"799353098028224512","799387434332979200","18916432","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phnel",0,FALSE,FALSE,NA,NA
"@SpeakerRyan @realDonaldTrump 4 times. He's hired a man for chief strategist who resembles Joseph Goebbels more than any American politician",FALSE,0,"SpeakerRyan",2016-11-17 23:01:24,FALSE,"799353098028224512","799386986142273538","18916432","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phnel",0,FALSE,FALSE,NA,NA
"@SpeakerRyan @realDonaldTrump I mean this with all my heart; go fuck yourself. He's a xenophobe, sexual predator, and has been bankrupt",FALSE,0,"SpeakerRyan",2016-11-17 22:59:40,FALSE,"799353098028224512","799386550819688448","18916432","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phnel",0,FALSE,FALSE,NA,NA
"@realDonaldTrump you want to break one of the greatest constitutional rights in this country you will have to #RegisterMeFirst",FALSE,2,"realDonaldTrump",2016-11-17 22:49:03,FALSE,NA,"799383880708956160","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karue86",1,FALSE,FALSE,NA,NA
"just say never to the never trumpers. Fill positions with businessmen and women. @realDonaldTrump https://t.co/V66p2Nhvek",FALSE,0,NA,2016-11-17 22:38:19,FALSE,NA,"799381179522658304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CarrieWelborn",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Thankful to have you as my president. Hoping you can help us veterans and our country. Make it great again!",FALSE,0,"realDonaldTrump",2016-11-17 22:35:41,FALSE,NA,"799380516508024833","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Daniel_usmc2001",0,FALSE,FALSE,NA,NA
"@realDonaldTrump 
Nothing could be better for America's Kids than
Dr. Larry Arnn as Sec of Education
Common Core Be gone!!",FALSE,0,"realDonaldTrump",2016-11-17 21:54:38,FALSE,NA,"799370187623591936","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","S1776frdm",0,FALSE,FALSE,NA,NA
"@SpeakerRyan @realDonaldTrump We're not. Therein lies the problem...",FALSE,0,"SpeakerRyan",2016-11-17 21:05:22,FALSE,"799353098028224512","799357788367437824","18916432","<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix for Android</a>","brentonwilli",0,FALSE,FALSE,NA,NA
"An ""Anti-Establishment"" Trump Would Pardon Edward Snowden | Mises Wire @realDonaldTrump  https://t.co/YVjBqjjQNS",FALSE,0,NA,2016-11-17 20:46:41,FALSE,NA,"799353084585668609",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dickfitz2",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @EricTrump @DonaldJTrumpJr 
Not Nikky Haley...she allowed Syrians Into her state
Dead of night sort of thing...Huge RINO",FALSE,6,"realDonaldTrump",2016-11-17 20:32:20,FALSE,NA,"799349473059213312","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","S1776frdm",4,FALSE,FALSE,NA,NA
"@seanhannity @BarackObama @LilPicture @realDonaldTrump Trump may need to offer some help to those who became so dumb and brainwashed.",FALSE,0,"seanhannity",2016-11-17 20:22:45,FALSE,"799284935601356800","799347064035381248","41634520","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cathylgibson",0,FALSE,FALSE,NA,NA
"@seanhannity @realDonaldTrump @CNN @HillaryClinton @brianstelter I am just one person but together with others, #nevercnnagain #boycottcnn",FALSE,0,"seanhannity",2016-11-17 20:13:57,FALSE,"799305106231590912","799344849740656641","41634520","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cathylgibson",0,FALSE,FALSE,NA,NA
"RT @DurantRandy: @realDonaldTrump Mr. President: I know you own a lot of Golf Courses. Do you think you could find it in your heart to get…",FALSE,0,NA,2016-11-17 20:03:37,FALSE,NA,"799342246994669568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1tiffanyl",2,TRUE,FALSE,NA,NA
"@POTUS @realDonaldTrump  shame on potus to keep the anarchy going. Paid for by Soros. This is not peaceful protest. Unacceptable SIR!",FALSE,1,"POTUS",2016-11-17 20:00:08,FALSE,NA,"799341371651866624","1536791610","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cathylgibson",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 19:58:30,FALSE,"799340810391068672","799340958886150145","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@_oldturk @realdonaldtrump Yep.",FALSE,0,"_oldturk",2016-11-17 19:43:13,FALSE,"799336667714875392","799337113510559744","796115867130101760","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","AduroTri",0,FALSE,FALSE,NA,NA
"RT @DurantRandy: @realDonaldTrump Mr. President: I know you own a lot of Golf Courses. Do you think you could find it in your heart to get…",FALSE,0,NA,2016-11-17 19:30:13,FALSE,NA,"799333843840831488",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","56jakesmom",2,TRUE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 19:13:53,FALSE,"799329242383138817","799329729937444864","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Mr. President: I know you own a lot of Golf Courses. Do you think you could find it in your heart to get Obama a caddie job",FALSE,3,"realDonaldTrump",2016-11-17 19:07:05,FALSE,NA,"799328018430763008","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DurantRandy",2,FALSE,FALSE,NA,NA
"@aravosis @monaeberhardt so @realDonaldTrump really IS just a puppet.  Hillary is right.",FALSE,0,"aravosis",2016-11-17 19:00:23,FALSE,"799315991587160068","799326333620785152","14146966","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ColorInFusion",0,FALSE,FALSE,NA,NA
"@realDonaldTrump You're a man God is well pleased with!!!!",FALSE,0,"realDonaldTrump",2016-11-17 18:52:48,FALSE,NA,"799324426932080640","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DurantRandy",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 18:34:05,FALSE,"799319522452774912","799319713675235328","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @nytimes what kind of President speaks of himself like this .You are mentally ill <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>",FALSE,0,"realDonaldTrump",2016-11-17 18:08:27,FALSE,"797805407179866112","799313266627334144","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarStar73",0,FALSE,FALSE,NA,NA
"@realDonaldTrump you are sooooo delusional!!! We didn't want you . This is not a game . Do us a favor and realize this .",FALSE,0,"realDonaldTrump",2016-11-17 18:05:30,FALSE,"798519600413601792","799312523551907840","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarStar73",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 18:01:29,FALSE,"799311315521052672","799311510308720640","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 17:42:26,FALSE,"799306458886062080","799306717007724546","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@seanhannity @realDonaldTrump @CNN @HillaryClinton @brianstelter rub it in their face?!",FALSE,0,"seanhannity",2016-11-17 17:36:37,FALSE,"799305106231590912","799305254109970432","41634520","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deliveryguy6980",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 17:23:54,FALSE,"799301872729223169","799302055143739392","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Keep your children close...all bright and can provide great counsel",FALSE,0,"realDonaldTrump",2016-11-17 17:11:41,FALSE,NA,"799298977296355328","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allen_salt",0,FALSE,FALSE,NA,NA
"@nytopinion @nytimes @realDonaldTrump @KellyannePolls  Good! Then the whole world can see how it's done!",FALSE,0,"nytopinion",2016-11-17 17:03:11,FALSE,"799212141261660160","799296841695117312","16686144","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rvpneves",0,FALSE,FALSE,NA,NA
"@nytopinion @nytimes @realDonaldTrump Are they shaking in their work boots? Where is the promised honest reporting? #SameOldNYT",FALSE,0,"nytopinion",2016-11-17 17:00:19,FALSE,"799212141261660160","799296118114766848","16686144","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rvpneves",0,FALSE,FALSE,NA,NA
"RT @MichaelRGates: I may live in a Red state, but I vote Blue.
@HillaryClinton @realDonaldTrump https://t.co/9HIc40YUaT",FALSE,0,NA,2016-11-17 16:57:06,FALSE,NA,"799295307544596480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CourtofLawbleed",1,TRUE,FALSE,NA,NA
"@seanhannity @ShanFroman2016 @realDonaldTrump Why do Libs use 'Christ' for effect when most self worship and don't believe in Him?",FALSE,0,"seanhannity",2016-11-17 16:47:16,FALSE,"799051393889869824","799292834192818176","41634520","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rvpneves",0,FALSE,FALSE,NA,NA
"@BoSnerdley It's a little early for threats, don't you think, @LindseyGrahamSC, &amp; do you really think you can stop our @realDonaldTrump? Smh",FALSE,0,"BoSnerdley",2016-11-17 16:45:40,FALSE,"799276149591384065","799292432781221888","466864852","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RtisticOne",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 16:42:27,FALSE,"799291192550641664","799291620071854081","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"Anyone surprised?  @realDonaldTrump is taking time to "" hire"" only the VERY BEST of Americans to work for "" The peo… https://t.co/kc7wrb9919",FALSE,0,NA,2016-11-17 16:36:58,TRUE,NA,"799290240191975425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamjazzergal",0,FALSE,FALSE,NA,NA
"@realDonaldTrump We are behind you. https://t.co/U5PvsiNAMj",FALSE,0,"realDonaldTrump",2016-11-17 16:27:01,FALSE,NA,"799287738864275456","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaggieRose17",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 16:22:03,FALSE,"799286087650840576","799286486843539456","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"Disturbing to who? The @washingtonpost ? You liberal media cranks don't get opinion on what @realDonaldTrump can an… https://t.co/2S85gJeAft",FALSE,0,NA,2016-11-17 16:19:58,TRUE,NA,"799285962526183428",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaggieRose17",0,FALSE,FALSE,NA,NA
"@DavidCornDC @realDonaldTrump sadly it seems as if there's no way to stop it. #UnfitToBePOTUS #UnfitToLead",FALSE,0,"DavidCornDC",2016-11-17 15:59:44,FALSE,"799259073489371137","799280871979110400","15220768","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dellagal",0,FALSE,FALSE,NA,NA
"@realDonaldTrump status quo, please don't let us down!!!!!  No sneaky politician crap, no sugar coating.",FALSE,0,"realDonaldTrump",2016-11-17 15:56:23,FALSE,NA,"799280028559163392","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Purplyly",0,FALSE,FALSE,NA,NA
"@realDonaldTrump remember if we wanted a career politician Hillary would be taking that job. We want a different America we are tired of the",FALSE,0,"realDonaldTrump",2016-11-17 15:55:08,FALSE,NA,"799279715013885952","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Purplyly",0,FALSE,FALSE,NA,NA
"IRS needs to change, in audit, bank sent in wrong amount for hsa, Now get a bill for $1, Idiots @realDonaldTrump",FALSE,0,NA,2016-11-17 15:50:32,FALSE,NA,"799278554840084480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CarrieWelborn",0,FALSE,FALSE,NA,NA
"@atlasinvictus @theyoungturks @realdonaldtrump He won the electoral college, but lost the popular vote Are you really a winner in that case?",FALSE,0,"AtlasInvictus",2016-11-17 15:49:24,FALSE,"799277458424004608","799278272433377281","594533938","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","AduroTri",0,FALSE,FALSE,NA,NA
"@seanhannity @realDonaldTrump simple, they are afraid of change that doesn't coincide w their liberal puke agenda. Even my local media",FALSE,0,"seanhannity",2016-11-17 15:24:24,FALSE,"799099243462094848","799271979597504513","41634520","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deliveryguy6980",0,FALSE,FALSE,NA,NA
"@theyoungturks @realdonaldtrump #exposed #triggered Such a loser. #LoserDonald",FALSE,0,"TheYoungTurks",2016-11-17 15:01:45,FALSE,"799266011811876864","799266278322020352","14957147","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","AduroTri",0,FALSE,FALSE,NA,NA
"@StopTrumpBigly @realDonaldTrump you're pathetic if that's what you're going to rip on Trump for.",FALSE,0,"StopTrumpBigly",2016-11-17 14:30:15,FALSE,"799232216626626560","799258351200702464","744312523239763968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vallivue19",0,FALSE,FALSE,NA,NA
"@LouDobbs @tedcruz IOW, pleeeeze Mr. President Elect give me a job Sad Does Goldman sacs have openings #LyinTed? @realDonaldTrump @SebGorka",FALSE,1,"LouDobbs",2016-11-17 14:12:10,FALSE,NA,"799253801681096704","26487169","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NAAlmodovar",1,FALSE,FALSE,NA,NA
"Breitbart’s Chobani coverage and Montana white nationalist Spencer show width of alt-right @realDonaldTrump 
https://t.co/xfkSFeKPhb",FALSE,0,NA,2016-11-17 14:05:42,FALSE,NA,"799252175658438656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rockybarker",0,FALSE,FALSE,NA,NA
"@realDonaldTrump needs to repeal @ARBTruckStop Unconstitutional rules when he repeals the EPA. They are anti business big time.",FALSE,0,"realDonaldTrump",2016-11-17 13:38:53,FALSE,NA,"799245424074686465","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","80Jeepcj5",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Obama is your typical Punk, that when he gets his A** kicked he runs out side and destroys everything he can!",FALSE,0,"realDonaldTrump",2016-11-17 13:31:37,FALSE,NA,"799243595941179392","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DurantRandy",0,FALSE,FALSE,NA,NA
"What a dingus @realDonaldTrump https://t.co/wnGnLz1gzo",FALSE,0,NA,2016-11-17 13:18:23,FALSE,NA,"799240267576451079",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FezzyMcFezFez",0,FALSE,FALSE,NA,NA
"@Montanans4Trump @realDonaldTrump You misspelled President-Elect Fuckface von Clownstick.",FALSE,0,"Montanans4Trump",2016-11-17 09:55:38,FALSE,"799029030389501953","799189244497391616","763514566168813568","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gr8gardener",0,FALSE,FALSE,NA,NA
"@realdonaldtrump Someone tell President Elect Fuckface von Clownstick to remove white supremacy from the White House!",FALSE,0,"realDonaldTrump",2016-11-17 09:46:17,FALSE,NA,"799186891379617792","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gr8gardener",0,FALSE,FALSE,NA,NA
"@realDonaldTrump I've also had 21 yrs NYC/NY metro career at some fantastic companies. The point is We are counting on you-F the detractors!",FALSE,0,"Bmbollinger",2016-11-17 09:18:49,FALSE,"799177723428020224","799179977480486912","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",FALSE,0,"Bmbollinger",2016-11-17 09:11:16,FALSE,"799177723428020224","799178078689759232","57732182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bmbollinger",0,FALSE,FALSE,NA,NA
"@ThatWillGarland @realDonaldTrump Right now",FALSE,0,"ThatWillGarland",2016-11-17 08:29:55,FALSE,"405101045866856448","799167670968938496","46892590","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ColeKinghorn",0,FALSE,FALSE,NA,NA
"@TRUMPMOVEMENTUS @realDonaldTrump smart man",FALSE,1,"TRUMPMOVEMENTUS",2016-11-17 07:34:05,FALSE,"799152967714766849","799153620574814208","733421930712162306","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Psychoman1976",1,FALSE,FALSE,NA,NA
